17,4,24,4
4,2,17,1
87,4,24,4
97,4,24,4
67,4,24,4
45,4,24,4
57,4,24,4
27,4,24,4
7,3,68,3
22,4,24,4
77,4,24,4
67,4,24,4
0,1,53,3
